depot_id,vehicle_number,Latitude,Longitude,distance_from_college_km,last_seen_time,device_id,odometer_reading,fuel_level
54,TN872284,13.044311666666667,80.19666,21.3,2025-09-03 23:58:58,7436,0.0,217.77
38,TN21BY1625,13.04412,80.19681666666666,21.31,2025-09-03 22:50:26,7406,0.0,176.99
36,TN21BY1581,13.044686666666667,80.19677166666666,21.32,2025-09-03 23:58:42,7408,0.0,178.25
95,TN87B0871,13.1002998,80.1939296,23.0,2025-09-03 23:49:44,868597033244001,0.0,368.88
90,TN87B0813,13.1002831,80.1939678,23.01,2025-09-03 23:58:47,864547034636196,0.0,192.74
55,TN872290,13.100385,80.19409166666667,23.02,2025-09-03 23:58:58,7345,0.0,68.6
78,TN878780,13.1004667,80.1939964,23.02,2025-09-03 23:44:33,864547034496146,0.0,323.8
50,TN872260,13.1005668,80.1939868,23.02,2025-09-03 23:57:09,868597033267424,0.0,102.39
92,TN87B0838,13.1004667,80.1939964,23.02,2025-09-03 23:58:04,868597033279874,0.0,142.61
16,TN12AU6620,13.1003866,80.1941916,23.03,2025-09-03 17:01:05,353201357170684,0.0,97.0
57,TN872297,13.1005835,80.1940727,23.03,2025-09-03 23:58:03,864547034449020,0.0,60.91
86,TN87A3352,13.1004977,80.1940727,23.03,2025-09-03 23:58:57,865006040264518,0.0,0.0
53,TN872283,13.10045,80.1941013,23.03,2025-09-03 23:58:54,864547034566997,0.0,0.0
52,TN872274,13.1005835,80.1941299,23.04,2025-09-03 23:58:21,864547030400951,0.0,135.89
22,TN12AV1587,13.100405,80.194225,23.04,2025-09-03 16:59:43,353201357170585,0.0,91.0
15,TN07CR5396,13.049873,80.212211,23.07,2025-09-03 23:58:32,865933032050367,0.0,0.0
2,TN01BF0959,12.938811,80.204841,23.16,2025-09-03 23:58:05,865933032839082,0.0,0.0
89,TN87A6501,13.135563333333334,80.17550333333334,23.37,2025-09-03 23:58:34,12067,0.0,0.0
111,TN87E7215,13.1356316,80.1755116,23.37,2025-09-03 20:53:19,353201357700787,0.0,175.0
105,TN87E1253,13.1359064,80.1755619,23.39,2025-09-03 23:58:57,868960069622021,0.0,262.92
10,TN02BR5457,13.046386,80.219055,23.72,2025-09-03 23:58:28,865933031986579,0.0,0.0
28,TN12BC6886,12.9800899,80.22716,24.44,2025-09-03 18:55:53,353201357123444,0.0,294.0
74,TN878022,12.9802,80.227251,24.45,2025-09-03 23:55:36,864547030175348,0.0,182.73
40,TN870261,12.9803668,80.2274703,24.47,2025-09-03 23:58:09,865826046452019,0.0,197.33
1,TN01BB8556,13.079708,80.233413,26.13,2025-09-03 23:58:32,865933032839918,0.0,0.0
11,TN02BZ1118,13.079536,80.233543,26.13,2025-09-03 23:58:35,865933032043503,0.0,0.0
9,TN01BU2283,13.080095,80.233612,26.16,2025-09-03 23:58:53,865933032838860,0.0,0.0
104,TN87D9884,13.1837666,80.1933097,28.31,2025-09-03 23:57:23,868597033243458,0.0,248.41
107,TN87E7125,13.1836633,80.1935533,28.32,2025-09-03 21:41:15,353201358117411,0.0,287.0
25,TN12AZ5163,13.18387,80.1935733,28.34,2025-09-03 17:19:46,353201358047022,0.0,335.0
32,TN12BH6991,12.914443333333333,80.25004166666666,28.7,2025-09-03 17:54:45,12062,0.0,0.0
41,TN870268,12.9147505,80.2503395,28.72,2025-09-03 23:58:59,864547034463039,0.0,93.78
63,TN872415,13.1174337,80.26268,30.57,2025-09-03 23:51:21,864547034570718,0.0,228.32
81,TN87A1770,13.117626666666666,80.26271666666666,30.58,2025-09-03 23:58:56,11991,0.0,0.0
21,TN12AU7417,13.1178133,80.262755,30.59,2025-09-03 17:53:34,353201357160883,0.0,96.0
83,TN87A1806,13.1177163,80.2628135,30.59,2025-09-03 19:58:42,869943058935801,0.0,345.41
35,TN21BY1580,13.1178498,80.2627468,30.59,2025-09-03 23:59:00,868597033243466,0.0,361.56
60,TN872304,13.117905,80.26275833333334,30.59,2025-09-03 23:58:36,7451,0.0,156.09
73,TN878020,13.11792,80.26277333333333,30.6,2025-09-03 23:58:34,8820,0.0,274.46
20,TN12AU6687,13.1179083,80.262915,30.61,2025-09-03 18:27:02,353201357706339,0.0,87.0
43,TN870450,13.117846666666669,80.26298333333334,30.61,2025-09-03 23:58:54,7411,0.0,330.69
82,TN87A1783,13.1179332,80.262947,30.61,2025-09-03 23:58:20,868597033244480,0.0,0.0
33,TN12BH9903,13.1179833,80.2629661,30.62,2025-09-03 17:21:14,869943058990699,0.0,0.0
34,TN12BH9976,13.11797,80.262965,30.62,2025-09-03 16:54:37,12064,0.0,0.0
58,TN872299,13.11791,80.26309,30.63,2025-09-03 23:58:51,7602,0.0,0.0
51,TN872261,13.118011666666666,80.26303666666666,30.63,2025-09-03 23:58:30,7449,0.0,90.19
69,TN872445,13.1181168,80.2630996,30.64,2025-09-03 23:58:06,864547034457395,0.0,116.54
103,TN87D9875,13.262093,80.1569366,32.71,2025-09-03 23:58:52,868960069681498,0.0,0.0
66,TN872436,12.8751492,79.692254,36.86,2025-09-03 23:58:53,868597033157161,0.0,247.27
65,TN872433,12.87527,79.69214666666667,36.86,2025-09-03 23:58:33,7609,0.0,200.29
100,TN87D6684,12.6769149,79.9778461,37.0,2025-09-03 23:58:22,865006042335670,0.0,174.95
26,TN12BC5420,12.676835,79.9780266,37.01,2025-09-03 23:58:51,353201357161337,0.0,249.0
101,TN87D7331,12.6768422,79.9781274,37.01,2025-09-03 23:58:56,868960069617146,0.0,306.87
49,TN871121,13.3375835,79.9016666,38.19,2025-09-03 23:59:00,865826046580777,0.0,275.33
64,TN872430,13.0996835,79.655199,39.06,2025-09-03 23:58:22,865826046640860,0.0,160.06
98,TN87B0896,13.0997335,79.6550846,39.07,2025-09-03 23:58:58,864547034457387,0.0,0.0
23,TN12AX8409,13.190025,80.314485,39.25,2025-09-03 18:33:24,353201358117163,0.0,259.0
67,TN872437,13.18993,80.31471166666667,39.27,2025-09-03 23:58:36,7484,0.0,165.32
62,TN872412,13.2824337,80.2512645,40.57,2025-09-03 23:50:00,868597033180585,0.0,229.27
115,TN87E7747,13.2825549,80.2515183,40.6,2025-09-03 23:58:54,353201357112496,0.0,169.0
27,TN12BC5486,13.282755,80.2515533,40.62,2025-09-03 23:13:58,353201358200613,0.0,165.0
84,TN87A2630,12.9789829,79.6258687,41.05,2025-09-03 18:56:52,868597033157922,0.0,262.8
97,TN87B0891,12.9789829,79.6258306,41.05,2025-09-03 23:58:59,864547034449467,0.0,0.0
24,TN12AX8433,12.772105,79.6795916,43.87,2025-09-03 19:11:27,353201358051628,0.0,285.0
91,TN87B0828,12.7720999,79.6795797,43.88,2025-09-03 17:31:52,864547030043298,0.0,314.87
71,TN872457,12.7718496,79.6796655,43.88,2025-09-03 23:52:50,864547034434436,0.0,157.68
70,TN872455,12.7719497,79.6795511,43.89,2025-09-03 23:58:37,868597033239290,0.0,104.98
30,TN12BE3584,13.1825499,79.61093,46.7,2025-09-03 20:00:57,353201358042817,0.0,304.0
99,TN87D6651,12.6683163,79.5406055,62.86,2025-09-03 23:57:41,864547030315761,0.0,180.7
118,TN87F1102,12.488375,79.596445,72.78,2025-09-03 23:58:56,353201357748091,0.0,223.0
116,TN87E9736,12.9130483,79.3227833,74.53,2025-09-03 22:49:11,353201357165437,0.0,264.0
122,TN87F2619,12.6900783,79.2961516,84.47,2025-09-03 22:46:20,353201357165874,0.0,135.0
76,TN878042,0.0,0.0,8924.79,2025-09-03 23:58:59,864547034594908,0.0,0.0
