cluster_number,original_lat,original_lon,snapped_lat,snapped_lon,num_students,route_name,route_type,snap_distance_meters,reason,reason_description,additional_info,dropped_at,distance_from_college_km
171,12.92188450084726,80.0925880581509,12.92162,80.0925933,21,Highway_unknown,highway,29.42,UNASSIGNED,Not assigned to any route,"{""student_count"":21,""distance_km"":13.683990037531474,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,13.683990037531474
173,12.915920207921458,80.09396418609629,12.9214566,80.0923933,4,Highway_unknown,highway,638.73,UNASSIGNED,Not assigned to any route,"{""student_count"":4,""distance_km"":13.681618735794753,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,13.681618735794753
181,13.05856980209076,79.95999957294055,13.0543339,79.958868,3,Highway_unknown,highway,486.7,UNASSIGNED,Not assigned to any route,"{""student_count"":3,""distance_km"":6.998003951754422,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,6.998003951754422
192,13.070638401148267,80.03304723607506,13.070803333333334,80.033465,5,Highway_unknown,highway,48.82,UNASSIGNED,Not assigned to any route,"{""student_count"":5,""distance_km"":7.611991897493081,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,7.611991897493081
209,13.01630541156933,80.0030909196266,13.015475,80.00335833333334,8,Highway_unknown,highway,96.78,UNASSIGNED,Not assigned to any route,"{""student_count"":8,""distance_km"":0.7349222072341256,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,0.7349222072341256
246,13.166044771193947,80.24631030290655,13.1668496,80.2463817,13,Highway_unknown,highway,89.83,UNASSIGNED,Not assigned to any route,"{""student_count"":13,""distance_km"":31.628880320718316,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,31.628880320718316
267,13.009056949839982,80.1303594640507,13.0117666,80.1295185,9,Highway_unknown,highway,314.77,UNASSIGNED,Not assigned to any route,"{""student_count"":9,""distance_km"":13.653043335708071,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,13.653043335708071
274,12.810008842401407,80.02897106212144,12.8095516,80.0294433,6,Highway_unknown,highway,72.16,UNASSIGNED,Not assigned to any route,"{""student_count"":6,""distance_km"":22.34015941470096,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,22.34015941470096
282,12.932703716619486,79.90932245444068,12.9337334,79.9087667,5,Highway_unknown,highway,129.37,UNASSIGNED,Not assigned to any route,"{""student_count"":5,""distance_km"":13.238045089204732,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,13.238045089204732
287,13.016956599709092,79.6754404564449,13.0203175,79.677515,2,Highway_unknown,highway,436.09,UNASSIGNED,Not assigned to any route,"{""student_count"":2,""distance_km"":35.343374121924,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,35.343374121924
288,13.017709576611054,79.73014586087444,13.0162499,79.72973,4,Highway_unknown,highway,168.45,UNASSIGNED,Not assigned to any route,"{""student_count"":4,""distance_km"":29.6751336297688,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,29.6751336297688
290,12.91040816626398,80.09614826718015,12.9087566,80.0981066,9,Highway_unknown,highway,280.67,UNASSIGNED,Not assigned to any route,"{""student_count"":9,""distance_km"":15.130885127324767,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,15.130885127324767
300,13.055866034238967,80.06181222737608,13.0546583,80.061295,17,Highway_unknown,highway,145.51,UNASSIGNED,Not assigned to any route,"{""student_count"":17,""distance_km"":8.06716557314377,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,8.06716557314377
311,12.915813859194428,80.07388174481683,12.9155633,80.07392,11,Highway_unknown,highway,28.17,UNASSIGNED,Not assigned to any route,"{""student_count"":11,""distance_km"":12.87687525390718,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,12.87687525390718
316,12.872347224952522,79.69465252945697,12.8738331,79.6950006,3,Highway_unknown,highway,169.48,UNASSIGNED,Not assigned to any route,"{""student_count"":3,""distance_km"":36.65263822540317,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,36.65263822540317
330,13.086694149213558,80.05472802462049,13.0891716,80.0570869,3,Highway_unknown,highway,375.71,UNASSIGNED,Not assigned to any route,"{""student_count"":3,""distance_km"":10.648276029097484,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,10.648276029097484
333,12.739240898219787,79.99342576047026,12.7411916,79.9906983,3,Highway_unknown,highway,366.82,UNASSIGNED,Not assigned to any route,"{""student_count"":3,""distance_km"":29.796749197461466,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,29.796749197461466
356,12.824130793466583,79.70985917231681,12.824028333333333,79.71060833333334,14,Highway_unknown,highway,82.02,UNASSIGNED,Not assigned to any route,"{""student_count"":14,""distance_km"":37.81994689213271,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,37.81994689213271
357,12.82162907521572,79.70688354304217,12.825436666666668,79.70898833333334,7,Highway_unknown,highway,480.97,UNASSIGNED,Not assigned to any route,"{""student_count"":7,""distance_km"":37.88283403896466,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,37.88283403896466
361,12.98209371846997,79.96813863583486,12.9818149,79.9682633,4,Highway_unknown,highway,33.82,UNASSIGNED,Not assigned to any route,"{""student_count"":4,""distance_km"":4.863391102596826,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,4.863391102596826
375,13.008232171266013,80.00380429277354,13.0082383,80.0038783,20,Highway_unknown,highway,8.05,UNASSIGNED,Not assigned to any route,"{""student_count"":20,""distance_km"":0.07933252207253791,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,0.07933252207253791
393,13.110203848412624,79.95717846881752,13.10771,79.9569766,4,Highway_unknown,highway,278.16,UNASSIGNED,Not assigned to any route,"{""student_count"":4,""distance_km"":12.092510840198578,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,12.092510840198578
394,13.049709818911316,80.0926718460856,13.0510866,80.0894383,14,Highway_unknown,highway,382.26,UNASSIGNED,Not assigned to any route,"{""student_count"":14,""distance_km"":10.4232223164325,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.369Z,10.4232223164325
403,12.85161671870311,79.94281762894866,12.8517031,79.94277,2,Highway_unknown,highway,10.91,UNASSIGNED,Not assigned to any route,"{""student_count"":2,""distance_km"":18.675499891021754,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.370Z,18.675499891021754
456,12.850658788249072,79.69193911062374,12.8506338,79.6933984,13,Highway_unknown,highway,158.23,UNASSIGNED,Not assigned to any route,"{""student_count"":13,""distance_km"":37.937898545808515,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.370Z,37.937898545808515
468,13.12552341973266,80.00724838704953,13.124896666666666,80.00456,14,Highway_unknown,highway,299.35,UNASSIGNED,Not assigned to any route,"{""student_count"":14,""distance_km"":12.902289052021844,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.370Z,12.902289052021844
471,13.057555225750498,79.91137853630089,13.0572032,79.9124431,3,Highway_unknown,highway,121.78,UNASSIGNED,Not assigned to any route,"{""student_count"":3,""distance_km"":11.236658251761678,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.370Z,11.236658251761678
513,13.13283185,80.23440934999999,13.1336164,80.2349281,2,Highway_unknown,highway,103.76,UNASSIGNED,Not assigned to any route,"{""student_count"":2,""distance_km"":28.645751803843496,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.370Z,28.645751803843496
514,13.102438922574503,79.90774079347685,13.0972027,79.9074554,14,Highway_unknown,highway,583.06,UNASSIGNED,Not assigned to any route,"{""student_count"":14,""distance_km"":14.310590240584142,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.370Z,14.310590240584142
551,12.819148349704395,79.71873919923497,12.82023,79.71892166666666,15,Highway_unknown,highway,121.89,UNASSIGNED,Not assigned to any route,"{""student_count"":15,""distance_km"":37.30287715696806,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.370Z,37.30287715696806
553,12.84020146032434,79.70685315958232,12.8402216,79.7070516,7,Highway_unknown,highway,21.63,UNASSIGNED,Not assigned to any route,"{""student_count"":7,""distance_km"":37.203926544781474,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.370Z,37.203926544781474
554,12.838864016037087,79.70080498965731,12.8388833,79.7007989,15,Highway_unknown,highway,2.24,UNASSIGNED,Not assigned to any route,"{""student_count"":15,""distance_km"":37.86488315268888,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.370Z,37.86488315268888
567,13.004207718657035,79.99261371011995,13.0037164,79.9933481,3,Highway_unknown,highway,96.52,UNASSIGNED,Not assigned to any route,"{""student_count"":3,""distance_km"":1.2433599851025674,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.370Z,1.2433599851025674
573,13.124437051355708,79.99654790443942,13.124768333333334,79.996545,9,Highway_unknown,highway,36.84,UNASSIGNED,Not assigned to any route,"{""student_count"":9,""distance_km"":12.909754085833708,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.370Z,12.909754085833708
582,13.037678073797798,80.05176989102776,13.0382001,80.0514984,10,Highway_unknown,highway,65.07,UNASSIGNED,Not assigned to any route,"{""student_count"":10,""distance_km"":6.135041067557486,""note"":""Could not be assigned to any route - likely optimization constraints""}",2025-10-03T11:16:24.370Z,6.135041067557486
