user,bus_no,boarding_point_name,pincode,latitude,longitude,address
2724,29,Saligramam ,600093,13.05443770595101,80.20408873106774,"Saligramam, Shanthi Nagar, Chennai, Tamil Nadu 600026, India"
237,17D,Thirumazhisai ,600124,13.063124,80.0640653,"Plot No : 10 & 11, Wilson Street LTM Nagar, Phase, 2, Thirumazhisai, Tamil Nadu 600124, India"
2024,5B,VELLAPANCHAVDI HARSHA TOYOTA,600077,13.0605182,80.1329398,"142A, Poonamallee High Rd, near ACS Medical College, Velappanchavadi, Thiruverkadu, Chennai, Tamil Nadu 600077, India"
328,21C,"Adambakkam,medavakkam main rd",600088,12.9855695,80.1985605,"11,Sabarish Flats, 6th Street, 1st Cross St, Surendra Nagar, Adambakkam, Chennai, Tamil Nadu 600088, India"
4920,10,otteri,600012,13.098051913849098,80.25101946345269,"Otteri, TNHB Colony, Purasaiwakkam, Chennai, Tamil Nadu 600012, India"
332,2,"Maharani bus stand, Old Washermanpet ",600021,13.117139,80.284154,"Maharani Theatre, Thiruvottiyur High Rd, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021, India"
6980,20,"Nilgiris supermarket, Medavakkam ",600100,12.9176358,80.1888333,"PVG Towers, Velachery - Tambaram Main Rd, Munusamy Nagar, Vimala Nagar, Medavakkam, Chennai, Tamil Nadu 600100, India"
292,20,Narayanapuram,600100,12.9428557,80.2079669,"636, BALAJI DENTAL COLLEGE, 63, Velachery - Tambaram Main Rd, opposite to Sree, Kamakoti Nagar, Pallikaranai, Chennai, Tamil Nadu 600100, India"
1018,4,skywalk,600029,13.07374361756346,80.22084536466582,"75D, Nelson Manickam Rd, Collectorate Colony, Aminjikarai, Chennai, Tamil Nadu 600029, India"
1009,21,Prime care,600088,12.981592957358131,80.20466151230319,"Ajantha Bathroom Products And Pipes Pvtd, 44, Balaji Nagar Main Rd, near D A V SCHOOL, Okkiayam, Thouraipakkam, Adambakkam, Chennai, Tamil Nadu 600088, India"
6585,30,Elango Nagar,600092,13.049468694415744,80.19127379430387,"No.114, Thangal St, Aranganathan Nagar, Virugambakkam, Chennai, Tamil Nadu 600092, India"
2258,37A,Iyyapanthangal (Reliance mart),600056,13.0350903,80.1339712,"2/302, Natesan Nagar, Iyyappanthangal, Chennai, Tamil Nadu 600056, India"
3989,1C,Taylors road,600031,13.075637143137904,80.23771180174205,"Jamals Park Avenue, 69, McNichols Rd, Dasspuram, Chetpet, Chennai, Tamil Nadu 600031, India"
2310,17B,TCL Company,602002,13.083688527121769,79.90674644508483,"7, Venkathur, Melnallathur, Tamil Nadu 602002, India"
6845,29,Saligramam parvati bhavan arunachalam road,600093,13.0525311,80.19831719999999,"Sri Saravana Flats, Flat No. 4, 1st Floor, No. 6/1, Kamaraj Street, Shanthi Nagar, Saligramam, Kumaran Colony, Bhaskar Colony, Annamalai Colony, Chennai, Tamil Nadu 600093, India"
312,3,Choolai,600112,13.089914499355586,80.26519237409666,"bus stand, 90/177, Choolai High Rd, opp. to RAMALINGAA VILAS HOTEL , ( LANDMARK, Periyamedu, Choolai, Chennai, Tamil Nadu 600112, India"
2140,24c,Pallavaram bus stand,600117,12.960531,80.1610275,"Block-1, JAINS CEDAR POINT, Malliga Nagar, Krishnapuram, Pallavaram, Chennai, Tamil Nadu 600043, India"
429,15E,Vinayagapuram,600099,13.13961722706024,80.20605477203209,"30, Perambur Red Hills High Rd, opposite Sri Lakshmi Narasimha Temple, Vinayakapuram, Kolathur, Chennai, Tamil Nadu 600099, India"
6682,3,Muthumari amman Kovil- Pursaiwakkam,600007,13.09299090041642,80.25229596905527,"4B, Kamarajar St, Otteri, Purasaiwakkam, Chennai, Tamil Nadu 600084, India"
340,33,Hotel Saravana Bhavan ,600078,13.0330385,80.20528949999999,"34B, Bharathidasan Colony, K. K. Nagar, Chennai, Tamil Nadu 600078, India"
6937,14,Pattamandhri,600120,13.25745348339596,80.27504487294999,"Melur, Pattamandhri, Nandiambakkam, Tamil Nadu 600120, India"
6669,18,"Avadi,Ponnu Supermarket",600054,13.110288790634396,80.09890866647572,"8/10, Jeevanandam Main Rd, Kumaran Nagar East, Kamaraj Nagar, Chennai, Avadi, Tamil Nadu 600071, India"
4104,24,"Ezhur Amman Koil Bus Stop, Nanganallur",600061,12.971102158138985,80.18311332275394,"MMC Colony, South Bakthavatsalam Nagar, Nanganallur, Chennai, Tamil Nadu 600061, India"
190,24,INDEPENDENCE DAY PARK ,600061,12.979405411198275,80.1874437698353,"24, 46th St, I Cross Extension, Nanganallur, Chennai, Tamil Nadu 600061, India"
8081,20D,Vellakall,600129,12.931521486542012,80.18167352110291,"1234, Medavakkam Main Rd, Vellakal, Priyar Nagar, Kovilambakkam, Chennai, Tamil Nadu 600129, India"
4032,18D,"Kovilpathagai, petrol bunk",600062,13.1407044,80.1023549,"62/56, Kovilpadagai Main Rd, Indira Nagar, Avadi, Tamil Nadu 600062, India"
3863,15,Ambattur OT,600053,13.1196793,80.1500391,"84, S Park St, Secretariat Colony, Venkatapuram, Ambattur, Chennai, Tamil Nadu 600053, India"
7470,35,Pammal tvs showroom,600075,12.97175798512407,80.13521352758525,"50a,senguttuvan street, Karikalan St, Sambanthanar Nagar, Anakaputhur, Chennai, Tamil Nadu 600075, India"
8049,23,Ganesh Nagar,600091,12.961508971934476,80.18725984450002,"48, Medavakkam Main Rd, Ganesh Nagar, Gandhi Nagar, Keelkattalai, Chennai, Tamil Nadu 600091, India"
6578,19A,Lakshmipuram,600045,12.924736042347924,80.10000443036421,"133, Mudichur Rd, Karummariamman Nagar, West Tambaram, Tambaram, Chennai, Tamil Nadu 600045, India"
725,9b,Grace super market,600037,13.0835569,80.1730553,"Pukazhenthi Salai, No 2/335, Mogappair West, Mohanram Nagar, Mogappair, Chennai, Tamil Nadu 600037, India"
1873,40c,"Sri Rama's lodge,nellukara street,near kanchipuram bus stop, kanchipuram.",631502,12.8372632,79.7038469,"83, Annai Indira Gandhi Salai, Bavaji Nagar, Pillaiyarpalayam, Kanchipuram, Tamil Nadu 631502, India"
5606,35,"Manikandan Nagar, Kundrathur.",600069,12.9957888,80.1079296,"X4W5+952, Chennai, Thandalam, Tamil Nadu 600069, India"
7430,12B,Welding Shop,600082,13.1232845,80.2228044,"46FF+842, Sri Ganapathi Rao Nagar, Kolathur, Chennai, Tamil Nadu 600082, India"
7774,20,"Jeyachandran, Pallikaranai",600100,12.9213919,80.1975877,"1A, Jeyachandran Nagar 1st Main Rd, Jeyachandran Nagar, Pallikaranai, Chennai, Tamil Nadu 600100, India"
903,40c,"Sri Rama lodge,Nellukara street,Near kanchipuram bus stop,Kanchipuram",631502,12.8372632,79.7038469,"83, Annai Indira Gandhi Salai, Bavaji Nagar, Pillaiyarpalayam, Kanchipuram, Tamil Nadu 631502, India"
2154,2C,cement road,600021,13.111457032717215,80.28157048612209,"1183/407, Thiruvottiyur High Rd, Old Washermanpet, Chennai, Tamil Nadu 600021, India"
2833,2,"Mani Cycle Shop, Tondiarpet",600081,13.115240772809466,80.28732760676607,"165, Sanjeevarayan Koil St, NN Garden, Washermanpet, Chennai, Tamil Nadu 600021, India"
7390,42,Poonamalle Ambedkar statue,600123,13.038784115421253,80.09163825622066,"43, Bakthavathsalam Nagar, Poonamallee, Chennai, Tamil Nadu 600123, India"
4572,18,ponnusupermarket,600071,13.1100874,80.09770879999999,"13, OLD, Jeevanandam Main Rd, Kumaran Nagar East, Kamaraj Nagar, Avadi, Tamil Nadu 600071, India"
582,11c,Bakthavatchlam School Signal,600080,13.1110842544245,80.18666454113345,"1251, Venkatraman Nagar, Korattur, Chennai, Tamil Nadu 600080, India"
6384,16E,SARASWATI NAGAR THIRUMULLAIVOYAL,600062,13.12912200870108,80.1390545196045,"485, Madras Thiruvallur High Rd, Saraswati Nagar, Thirumullaivoyal, Chennai, Tamil Nadu 600062, India"
5093,5B,Maduravoyal Erikarai,600095,13.061114,80.16303099999999,"192A, Kamaraj Nagar, Maduravoyal, Chennai, Tamil Nadu 600095, India"
894,27,Billroth RA Puram ,600028,13.0223503,80.26282979999999,"162/240, Ramakrishna Mutt Rd, Ramakrishna Nagar, Raja Annamalai Puram, Chennai, Tamil Nadu 600028, India"
6767,42,New bus stand ,631001,13.092606322200696,79.65938535563667,"2, Kalyana Mandapam St, Arakkonam, Tamil Nadu 631003, India"
3680,39,Military road,631501,12.8101405,79.71315899999999,"RP67+26X, Military Rd, Thandavaraya Nagar, Orikkai, Tamil Nadu 631502, India"
3220,22,Tansi Nagar,600042,12.974994848194504,80.22717235127713,"15-68, Balamurugan Nagar, Annai Indira Nagar, Velachery, Chennai, Tamil Nadu 600042, India"
4660,37D,Nazarathpettai bharat petrol pump ,600123,13.0466199,80.07835109999999,"377, Nazarathpettai, Chennai, Tamil Nadu 600123, India"
539,19A,Perungalathur,600063,12.9036431,80.0896446,"14, Rajiv Gandhi St, Balaji Nagar, New Perungalathur, Perungalathur, Tamil Nadu 600063, India"
8005,15,"Ambattur OT, Cake world",600053,13.121839502991422,80.15404678294492,"101, Vijayalakshmi Puram, Ambattur, Chennai, Tamil Nadu 600053, India"
3592,33,Sivan Park,600078,13.043301308154124,80.20565755217025,"73/1603, PT Rajan Rd, Ottagapalayam, Sector 14, K. K. Nagar, Chennai, Tamil Nadu 600078, India"
4656,44,Panapakkam Bus Stand,631052,12.923453246430087,79.56807968767586,"09, Panapakkam, Tamil Nadu 631052, India"
4319,8C,Waves,600101,13.0920727,80.1944807,"116, D-Sector, Anna Nagar West Extension, Chennai, Tamil Nadu 600101, India"
4721,19C,Hastinapuram ,600064,12.9387231,80.14607749999999,"W4QW+FCP, Venkataraman Nagar, MC Nagar, Hasthinapuram, Chromepet, Chennai, Tamil Nadu 600064, India"
3011,16C,Pudur,600053,13.130723446966956,80.15876727012994,"167/56 red hills road Banu nagar, Palaniappa Nagar, Pudur, Ambattur, Chennai, Tamil Nadu 600053, India"
924,35,Pammal,600075,12.9730115,80.13770869999999,"No. 73/A, Pammal Main Rd, opp. to Nilgiris, Krishna Nagar, Sambanthanar Nagar, Pammal, Chennai, Tamil Nadu 600075, India"
7132,40,Chetty street,631501,12.819369165035331,79.72092165297146,"54, Nethaji Nagar, Kanchipuram, Arappanacheri, Tamil Nadu 631501, India"
4670,16E,paruthipattu,600071,13.086558205329236,80.1087773708374,"Paruthipattu, Poonamallee - Avadi High Rd, Avadi, Tamil Nadu 600077, India"
7108,1,Thiruvottiyur Police Station,600019,13.1566011,80.2996336,"24, 4th Street, Kailash Sector, Kailash Sector, Tiruvottiyur, Chennai, Tamil Nadu 600019, India"
931,26C,Saidapet Metro,600015,13.020641505845436,80.21326548173687,"6-23, V O C Nagar 4th St, Duraisamy Garden, Vinayagapuram, Chennai, Tamil Nadu 600098, India"
5567,30c,Kesavarthini,600087,13.044480923429251,80.18003440626701,"3-5, 5th St, Venkateshwara Nagar, Brindavan Nagar, Valasaravakkam, Chennai, Tamil Nadu 600087, India"
4014,23,"Independence Day Park, Nanganallur",600061,12.9857957,80.19511539999999,"8, 8th St, Ram Nagar, Nanganallur, Chennai, Tamil Nadu 600061, India"
1128,6,CPWD QUARTERS,600040,13.085359228622108,80.19890893028773,"36, 2nd Ave, Tirumaniamman Nagar, Anna Nagar, Chennai, Tamil Nadu 600040, India"
7086,34C,Iyyappanthangal Reliance Mart,600056,13.0372987,80.1346324,"24PM+WV6, Iyyappanthangal, Chennai, Tamil Nadu 600056, India"
7049,34C,Iyyappanthangal reliance mart ,600056,13.0372987,80.1346324,"24PM+WV6, Iyyappanthangal, Chennai, Tamil Nadu 600056, India"
1143,34,Maran Gardens,600056,13.0424059,80.1239659,"1b, Mount Poonamallee Rd, Saminathan Nagar, Swaminatha Nagar, Kattupakkam, Chennai, Tamil Nadu 600056, India"
577,20A,Rajakilpakkam,600073,12.9237383,80.1512476,"Plot no. 12, gurunathar street, Rajakilpakkam, Back side of indian oil bunk, Sabai Colony, Selaiyur, Chennai, Rajakilpakkam, Tamil Nadu 600073, India"
4359,26C,Nandanam Signal,600017,13.0347027,80.2399225,"9, Melony Rd, T. Nagar, Chennai, Tamil Nadu 600017, India"
5935,26C,Nandanam Signal,600017,13.0346899,80.2399818,"9, Melony Rd, T. Nagar, Chennai, Tamil Nadu 600017, India"
4517,41,Walajapet busstand ,632513,12.92537953494914,79.36402000896207,"38, NAVAB THEVADI STREET, near Chennai Bus stand, Walajapet, Tamil Nadu 632513, India"
7920,38,Ayyangarkulam koot road ,631502,12.783816914813915,79.67702856079656,"QMMG+FRG, Abdulapuram Koot Road, Tamil Nadu 631702, India"
5597,17c,Thiruvallur GRT,602001,13.1236581,79.91159379999999,"74, JN Rd, near Oil Mill Bus Stop, Kakkalur, Tamil Nadu 602001, India"
2367,40A,Ekanampettai,631601,12.804292966939824,79.7686105161477,"86, Ekanampettai, Tamil Nadu 631601, India"
3190,30C,Friends Park Hotel,600087,13.0436258484275,80.17085811475476,"10-7, Guhan St, West Kamakoti Nagar, Valasaravakkam, Chennai, Tamil Nadu 600087, India"
1961,13A,Kolathur( Don Bosco school Peravallur),600082,13.1202689,80.2215765,"2/11, Bajanai Koil St, Anjugam Nagar, Kolathur, Chennai, Tamil Nadu 600082, India"
2867,38,Ganesh hardwares near sevilimedu,631501,12.814107582750664,79.6903707265256,"Ganesh Hardwares, 50, Vandavasi Rd, opposite Sevilimedu, Gem Nagar, Kanchipuram, Tamil Nadu 631502, India"
6326,34,Mugalivakkam,600125,13.022548210386269,80.17030883640216,"7, Ranga Ave, Krishnaveni Nagar, Manapakkam, Chennai, Tamil Nadu 600125, India"
7149,36C,Kovur high school thandalam,600128,13.0101843,80.1189182,"60, Kovur, Chennai, Thandalam, Tamil Nadu 600128, India"
604,5A,Maduravoyal Market,600095,13.063438316036333,80.1675962166001,"287, Poonamallee High Rd, Pallavan Nagar, Maduravoyal, Chennai, Tamil Nadu 600095, India"
906,30C,Friends park hotel,600087,13.0417434811329,80.17606782072698,"34, Arcot Rd, Rajaji Avenue, Valasaravakkam, Chennai, Tamil Nadu 600087, India"
1773,13A,Britannia ,600080,13.102389,80.1757519,"6/189B, Periyar Nagar, Bharathi Nagar, Korattur, Chennai, Tamil Nadu 600098, India"
7801,39C,Oli Mohamed Pettai (Kori),631502,12.84987377901436,79.69321447046401,"67, Kanchipuram To Thirupathi Hwy, Oilmohammadpettai, Pillaiyarpalayam, Kanchipuram, Tamil Nadu 631502, India"
5612,1C,Royapuram bridge,600013,13.111342,80.2949533,"12/13. R C C TRUST, W Madha Church St, Panaimarathotti, Pudumanaikuppam, Royapuram, Chennai, Tamil Nadu 600013, India"
721,5B,Vanagaram bus stop,600095,13.059840270243456,80.15342149594974,"3553+W9V, Perumal Koil 3rd St, Ganapathy Nagar, Maduravoyal, Chennai, Tamil Nadu 600095, India"
436,19c,Hasthinapuram ,600044,12.9438542,80.1539034,"39, Netaji Nagar, Chromepet, Chennai, Tamil Nadu 600064, India"
133,20B,Bharath University,600126,12.90685188053616,80.14244294682351,"Balaji Nagar, Selaiyur, Chennai, Tamil Nadu 600126, India"
3122,13A,britannia,600080,13.0996071,80.17930779999999,"146/2, Railway Station Rd, Periyar Nagar, Mannurpet, Korattur, Chennai, Tamil Nadu 600080, India"
379,33,Sivan park,600078,13.0417753,80.2049487,"Sivan Park, PV Rajamannar Salai, Kannigapuram, Sector 3, K. K. Nagar, Chennai, Tamil Nadu 600078, India"
3017,16c,Kallikuppam arch,600053,13.135306085237412,80.17194642323909,"Plot no.1, Pillaiyar Koil 1st Cross St, Kallikuppam, Ambattur, Chennai, Tamil Nadu 600053, India"
1990,42,Jothi nagar,631004,13.0949446,79.658699,"Jothi Nagar, 1, Bharathidasan Rd, Jothi Nagar, Arakkonam, Tamil Nadu 631003, India"
5842,19,Singaperumal Kovil bus stop,603204,12.7615212,80.0035213,"Singaperumal Kovil, Tamil Nadu 603204, India"
4294,9A,Mogappair west sbi bank ,600037,13.07743165622466,80.1696045949094,"51, Mogappair West, Ambattur Industrial Estate, Chennai, Tamil Nadu 600095, India"
378,9b,Grace super market ,600037,13.0782128,80.1805381,"NO 11/100 J J NAGAR EAST, Mogappair Eri Scheme, Mogappair, Chennai, Tamil Nadu 600037, India"
1410,11C,Korattur ,600080,13.108113340461744,80.18313953898216,"64/H33, Periyar Nagar, Korattur, Chennai, Tamil Nadu 600080, India"
5974,19E,Padmavathi,600063,12.91983999291225,80.08765465988614,"11, Tambaram - Mudichur - Sriperumbudur Rd, Gandhi Nagar, Tambaram, Mudichur, Old Perungalathur, Tamil Nadu 600063, India"
7967,7C,TSK Nagar,600050,13.09114119851569,80.18678890105814,"No. 1178 A - G2, Anna Nagar, 58th St, Devar Nagar, TVS Colony, West Extention, Chennai, Tamil Nadu 600101, India"
6275,40A,Sriperumbudur ,602105,12.974185001650584,79.94473135189124,"XWFV+MW7, Sriperumbudur, Tamil Nadu 602105, India"
6984,18A,"Jb estate,avadi",600054,13.11071238938124,80.10888730175793,"4465+8F5, Avadi Rd, JB Estate, Avadi, Tamil Nadu 600054, India"
4682,12,Mkb nagar(skmahal),600118,13.130171518247035,80.25699462856561,"115, Gandhi St, Kodungaiyur (East), Vivekananda Nagar, Kodungaiyur, Chennai, Tamil Nadu 600118, India"
2649,45,Somangalam eb office ,600069,12.948029,80.0360224,"W2XP+6C6, 2/45, Indra Nagar, Somangalam, Tamil Nadu 602109, India"
5739,20D,Kovilambakkam bus stand,600129,12.938522166489918,80.1773333228729,"88, Perumal Koil St, Vijayalakshmi Nagar, Nanmangalam, Adambakkam, Chennai, Tamil Nadu 600088, India"
6360,35,"Krishna nagar, Pammal ",600074,12.981861439488014,80.13941546241766,"Venkateswara Nagar, Pammal, Chennai, Tamil Nadu 600074, India"
1158,7c,Velammal School ,600050,13.091141,80.18320120000001,"69, Mogappair East, Chennai, Tamil Nadu 600050, India"
169,3c,Kallarai- Road,600002,13.082998343682924,80.22996095354532,"65, Kilpauk Garden Road, T.P.Chatram, KVN Puram, Shenoy Nagar, Chennai, Tamil Nadu 600010, India"
6560,32,Aranganathan subway,600033,13.028774394577022,80.22411143656504,"01, Reddy Kuppam Rd, Panneerselvam Nagar, West Mambalam, Chennai, Tamil Nadu 600033, India"
1217,10,"Ayanavaram, Noor Hotel, lassi shop ",600023,13.09568798568628,80.23548966978397,"29/12, Venkatesapuram Colony, Ayanavaram, Chennai, Tamil Nadu 600023, India"
3429,33,Hotel Saravana Bhavan,600083,13.031043,80.20275099999999,"150, B9, Pillaiyar Koil St., Ashok Nagar Nu-Tech Indra Apts, Sapthagiri Colony, West Jafferkhanpet, Chennai, Tamil Nadu 600083, India"
7510,18c,Kendriya Vihar ,600071,13.0890365,80.10951469999999,"VGN apartments, Hazel Apartment, Poonamallee - Avadi High Rd, Avadi, Tamil Nadu 600071, India"
3004,35D,Pammal police booth ,600075,12.973060318990496,80.12895867126672,"3/4, Thiruneermalai Main Rd, LIC Colony, Pammal, Chennai, Tamil Nadu 600075, India"
5564,5B,"Maduravoyal ,Erikarai ",600095,13.061138218298716,80.16346390508005,"3567+FC2, Kamaraj Nagar, Maduravoyal, Chennai, Tamil Nadu 600095, India"
7673,11,M1.Police Station,600060,13.1364257,80.2322712,"Block-A, Cluster_madhavaram 3, Kolkata, Madhavaram, Chennai, Tamil Nadu 600060, India"
640,32C,kasi theatre,600083,13.0294896,80.2084704,"92, Jawaharlal Nehru Salai, near Kasi Theatre, Kasi Estate, Ashok Nagar, Chennai, Tamil Nadu 600083, India"
2578,33,MGR NAGAR ,600078,13.033032007758182,80.19896212958722,"2, Velayutham St, MGR Nagar, Nesapakkam, Chennai, Tamil Nadu 600078, India"
2579,15B,Thirumullaivoyal ,600109,13.118083016010784,80.13050934822787,"14/5, Senthil Nagar, Annanur, Thirumullaivoyal, Chennai, Tamil Nadu 600062, India"
4577,19,Singaperumal Koil,603204,12.75634479244458,80.01436583570685,"22, Sengundram Rd, Rajeshwari Nagar, Singaperumal Koil, Tamil Nadu 603209, India"
5721,6,"Anna Nagar , lukes church",600040,13.084851528900034,80.20999495947245,"157, 2nd Ave, AD Block, Anna Nagar, Chennai, Tamil Nadu 600040, India"
3649,19c,Hastinapuram ,600044,12.94361916895539,80.16054818612648,"W5V6+F7Q, Kuppannayakkanpetai, Muthuswamy Nagar, Muthusamy Nagar, Chromepet, Nemilicherry, Chennai, Tamil Nadu 600044, India"
3541,18,Ramarathana,600071,13.109146,80.0991796,"No.1, 1st Cross St, Kumaran Nagar East, Kumaran Nagar, Avadi, Tamil Nadu 600071, India"
3465,10,"Ayanavaram, Noor hotel, lassi shop",600023,13.09836577498404,80.23554946809591,"9, Ramkumar 5th St, Venkatesapuram Colony, Ayanavaram, Chennai, Tamil Nadu 600023, India"
1520,19A,"Kurinchi Nagar, Peerakankaranai, Vandalur, Tamil Nadu 600048, India",600048,12.8912856,80.080168,"2/369, Kurinchi Nagar, Peerakankaranai, Vandalur, Tamil Nadu 600048, India"
7617,2,Mani cycle shop,600021,13.125284201794962,80.2892530224759,"47GQ+4PG, Varadaraja Perumal Koil St, Sanjeevarayanpet, Tondiarpet, Chennai, Tamil Nadu 600081, India"
2639,38c,Akkur x road,631701,11.103461,79.7860517,"4Q3P+9CM, Akkur, Udayayarkoil Pathy, Tamil Nadu 609301, India"
3999,8,Nadhamuni theatre ,600049,13.103408863889962,80.20203113373351,"56, Madras Thiruvallur High Rd, TNHB Colony, Villivakkam, Chennai, Tamil Nadu 600049, India"
5304,5,MMDA post office ,600094,13.067077377794051,80.21448430131832,"no q, 219, MMDA Colony Main Rd, Q Block, MMDA Colony, Arumbakkam, Chennai, Tamil Nadu 600106, India"
395,33,Sivan park,600078,13.0417753,80.2049487,"Sivan Park, PV Rajamannar Salai, Kannigapuram, Sector 3, K. K. Nagar, Chennai, Tamil Nadu 600078, India"
1931,15D,"Ayanambakkam Rd, Ambattur tank",600053,13.097488,80.146684,"Church, Ayanambakkam Rd, Ambattur Tank, Ambattur, Chennai, Tamil Nadu 600053, India"
3109,40c,Kori,631502,12.849850200694394,79.69339331680494,"67, Kanchipuram To Thirupathi Hwy, Oilmohammadpettai, Pillaiyarpalayam, Kanchipuram, Tamil Nadu 631502, India"
5520,13B,TVK Nagar,600082,13.119880954274194,80.23245575288402,"19, Bashyam St, T V K Nagar, Tiru Vi Ka Nagar, Perambur, Chennai, Tamil Nadu 600082, India"
1475,7C,T.S.K nagar,600037,13.087812016569556,80.18514194509896,"35QP+539, TS Krishna Nagar, J J Nagar, Mogappair East, Chennai, Tamil Nadu 600050, India"
3991,31,SRM Hospital,600033,13.0418126,80.2247068,"Thambiah Road, 68, Duraiswamy Subway, Gokulam Colony, Ramakrishnapuram, West Mambalam, Chennai, Tamil Nadu 600033, India"
7418,40b,Gujarat chathiram,631501,12.8383256,79.6868686,"RMQP+8P Pillaiyarpalayam, Kanchipuram, Tamil Nadu, India"
7625,20B,BHARATH UNIVERSITY,600073,12.905053977000236,80.14201477875974,"W43R+XP4, Agaram Main Rd., Padamavathy Nagar, Yeswanth Nagar, Tambaram, Chennai, Tamil Nadu 600126, India"
5307,33,K.K.Nagar Pillaiyar koil,600078,13.035131224091286,80.20631441964339,"Brindhavan Tower Mig-1, 5, Ashok Pillar Main Road Brindavan tower, Brindhavan Tower Mig-1, Brindhavan Tower, 4/12, K. K. Nagar, Chennai, Tamil Nadu 600078, India"
7671,16E,Saraswathi Nagar,600062,13.129098652346212,80.1388932062505,"470, Chennai - Tiruvallur High Rd, Balaji Nagar, Thirumullaivoyal, Chennai, Tamil Nadu 600062, India"
2732,10,T b hospital,600012,13.096743802611774,80.24591883517506,"1, Subbaraya Chetty 3rd St, Nammalwarpet, Purasaiwakkam, Chennai, Tamil Nadu 600012, India"
6764,42C,WINTERPET,631005,13.076552120210584,79.65817451477051,"3MG5+J74, Ammanur, Arakkonam, Tamil Nadu 631005, India"
3518,35A,Aravind eye hospital,600056,13.04806711927857,80.12780081183271,"Plot no 11, Sree Hari Nagar, F1, 1st Main Rd, Goparasanallur, Chennai, Tamil Nadu 600056, India"
